IDNo_,Comment,Point,NAME_Species,Input_SiO2,Input_TiO2,Input_Al2O3,Input_Cr2O3,Input_FeO,Input_NiO,Input_MnO,Input_MgO,Input_CaO,Input_Na2O,Input_K2O,Input_P2O5,Input_SO3,Input_F,Input_Cl,Input_V2O3,Input_ZnO,Input_CoO,Input_BaO,Input_SrO,Input_B2O3,Input_PbO,Input_CuO,Input_Sb2O3,Input_As2O5,Input_ThO2,Input_ZrO2,Input_HfO2,Input_Ag2O,Input_Y2O3,Input_La2O3,Input_Ce2O3,Input_Nd2O3
4_46,,167,Monazite-La,,,,,,,,,,,,29.5327476,,,,,,,,,,,,,,5.491214058,,,,,33.89576677,17.07268371,14.00758786
'4_47',,168,'Monazite-Nd',6.282090003,,,,,,,,,,,22.25913621,,,,,,,,,,,,,,5.516963656,,,,,17.03412866,13.73200443,35.17567704
4_48,,169,Xenotime,,,,,,,,,,,,38.6,,,,,,,,,,,,,,,,,,61.4,,,
5_1,,170,Chromite,,0.26355269,10.02513887,52.88286097,31.19247456,,,5.352146941,,,,,,,,0.283825974,,,,,,,,,,,,,,,,,
5_2,,171,Chromite,,,,67.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_3,,172,Hausmannite,,,,,,,99.7162811,,,,,,,,,,,,0.2837189,,,,,,,,,,,,,,
5_4,,173,Hausmannite,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
5_5,,174,Hercynite,,,58.66,,41.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_6,,175,Hercynite,,,60.7,,34.7,,0.2,4.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,
5_7,,176,Maghemite or Ti-magnetite,0.328319529,14.2271796,1.969917176,,73.47791066,,0.803726208,9.192946821,,,,,,,,,,,,,,,,,,,,,,,,,
5_8,,177,Maghemite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_9,,178,Magnesiochromite,,,,79.04,,,,20.96,,,,,,,,,,,,,,,,,,,,,,,,,
5_10,,179,Magnesiochromite,,0.168483647,10.20812686,58.5728444,11.7938553,0.039643211,,19.12784936,,,,,,,,0.089197225,,,,,,,,,,,,,,,,,
5_11,,180,Magnetite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_12,,181,Magnetite,0.289621883,,0.225261464,,99.48511665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,182,Magnetite,0.27,0.01,0.21,0.01,92.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fake,,183,Magnetite,,2.05,,1.95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_13,,184,Spinel,0.020084354,0.050210886,70.37557743,,0.331391846,,,28.89134364,,,,,,,,,0.331391846,,,,,,,,,,,,,,,,
5_14,,185,Spinel,,,71.67,,,,,28.33,,,,,,,,,,,,,,,,,,,,,,,,,
5_15,,186,Spinel (ss),0.020084354,0.050210886,70.37557743,,0.331391846,,,28.89134364,,,,,,,,,0.331391846,,,,,,,,,,,,,,,,
5_16,,187,Spinel (ss),,,71.67,,,,,28.33,,,,,,,,,,,,,,,,,,,,,,,,,
5_17,,188,Ti-magnetite,0.0509494,14.38259093,1.836301277,0.110390366,81.9414948,,0.277164734,1.063568717,,,,,,,,0.337539772,,,,,,,,,,,,,,,,,
5_18,,189,Ulvospinel,0.205233453,26.98819908,1.436634171,,68.2914315,,0.718317086,1.847101077,,,,,,,,0.205233453,,,,,,,,,,,,,,,,,
5_19,,190,Ulvospinel,,35.73,,,64.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_20,,191,Wustite,0.140182237,0.010013017,0.010013017,0.030039051,99.69960949,,0.090117152,0.020026034,,,,,,,,,,,,,,,,,,,,,,,,,
5_21,,192,Ecandrewsite,,50.34655952,,,11.42139628,,7.674535409,,,,,,,,,,30.55750879,,,,,,,,,,,,,,,,
5_22,,193,Ecandrewsite,,50.79,,,9.14,,9.02,,,,,,,,,,31.05,,,,,,,,,,,,,,,,
5_23,,194,Geikielite,,66.46,,,,,,33.54,,,,,,,,,,,,,,,,,,,,,,,,,
5_24,,195,Geikielite,,67.5508576,,,3.799361787,,,28.64978061,,,,,,,,,,,,,,,,,,,,,,,,,
5_25,,196,Ilmenite,,52.65,,,47.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_26,,197,Ilmenite,0.019928655,52.42232807,0.059785966,0.009964328,44.60830228,,0.458359075,2.291795373,,,,,,,,0.12953626,,,,,,,,,,,,,,,,,
5_27,,198,Pyrophanite,,52.96,,,,,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,
5_28,,199,Pyrophanite,1.57192033,50.2318085,,,1.038661281,,46.68006447,,,,,,,,,,,,,,,,,0.477545417,,,,,,,,,
5_29,,200,Rutile,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_30,,201,Rutile,,97.63770062,,,2.362299385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_31,,202,Corundum,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_32,,203,Corundum,,,99.63985594,,0.360144058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_33,,204,Hematite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_34,,205,Hematite,,,,,99.04349466,,0.956505344,,,,,,,,,,,,,,,,,,,,,,,,,,
5_43,,206,Wustite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_36,,207,Bixbyite,,,,,50.31779219,,49.68220781,,,,,,,,,,,,,,,,,,,,,,,,,,
5_37,,208,Manganosite,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
5_38,,209,Manganosite,,,,,0.397770888,,97.73798961,1.704732377,0.159507123,,,,,,,,,,,,,,,,,,,,,,,,
5_41,,210,Pyrolusite,,,0.055802866,,0.050222579,,99.89397456,,,,,,,,,,,,,,,,,,,,,,,,,,
5_42,,211,Pyrolusite,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
5_39,,212,Periclase,,,,,5.980166283,,,94.01983372,,,,,,,,,,,,,,,,,,,,,,,,,
5_40,,213,Periclase,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
5_44,,214,Blodite',,,,,0.092210753,,,15.48372224,,23.0526882,,,60.97436029,,0.397018519,,,,,,,,,,,,,,,,,,
5_45,,215,Blodite',,,,,,,,15.37088963,,23.61712975,,,61.01198063,,,,,,,,,,,,,,,,,,,,
5_46,,216,Cuprite,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
5_47,,217,Eskolaite,0.200692389,,0.190657769,94.45587276,0.496713662,,0.030103858,0.030103858,,,,,,,,4.595855702,,,,,,,,,,,,,,,,,
5_48,,218,Eskolaite,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_49,,219,Hollandite,0.79805075,,1.368086999,,12.48721409,,62.57940035,,,0.4104261,,,,,,,,,16.39424254,,,5.962579172,,,,,,,,,,,
5_50,,220,Hollandite,0.659765744,,1.649414361,,12.93027106,,63.06790616,,,0.659765744,0.261631244,,,,,,,,15.70924988,,,5.061995798,,,,,,,,,,,
5_51,,221,Vernadite,,,,,21.42229165,,65.23435894,,8.586155272,4.757194137,,,,,,,,,,,,,,,,,,,,,,,
5_53,,222,Akaganeite,,,,,87.79681763,4.798041616,,,,,,,,,7.405140759,,,,,,,,,,,,,,,,,,
5_54,,223,Amakinite,,,3.430296378,,76.61909989,,4.03402854,15.91657519,,,,,,,,,,,,,,,,,,,,,,,,,
5_55,,224,Amakinite,0.586614281,,0.436550162,,80.24610515,,4.952115904,13.7786145,,,,,,,,,,,,,,,,,,,,,,,,,
5_56,,225,aurorite,,,,,,,84.3793861,,3.806931922,,,,,,,,,,,,,,,,,,,,11.81368198,,,,
5_57,,226,aurorite,0.148298264,,0.202224905,,0.08493446,0.040444981,76.6322381,0.161779924,3.37041509,0.094371623,1.4964643,,,,,,0.337041509,,4.13886973,,,1.752615847,1.429055998,,,,,,10.11124527,,,,
5_58,,227,Birnessite,1.200595495,,,,0.733697247,1.067195996,82.51132562,8.270768968,0.520258048,2.53459049,2.401190991,,,,0.133399499,,,0.186759299,,,,,0.440218348,,,,,,,,,,
5_60,,228,Brucite,,,,,0.130020225,,1.213522103,98.65645767,,,,,,,,,,,,,,,,,,,,,,,,,
5_61,,229,Brucite,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
5_62,,230,Diaspore,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_63,,231,Diaspore,0.493989791,,99.31547129,,0.190538919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_64,,232,Gibbsite,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_65,,233,Gibbsite,1.557773745,,98.18511797,,,,,,0.257108288,,,,,,,,,,,,,,,,,,,,,,,,
5_66,,234,Goethite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_67,,235,Goethite,0.444197668,,,,99.55580233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_68,,236,Janggunite,,,,,3.37235359,,96.62764641,,,,,,,,,,,,,,,,,,,,,,,,,,
5_69,,237,Janggunite,,,,,4.945083478,,95.01557616,,,,,,,,,,,,,,,0.039340362,,,,,,,,,,,
5_70,,238,Lepidocrocite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_71,,239,Lepidocrocite,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_72,,240,Manganite,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
5_73,,241,Manganite,,,0.373041532,,,,98.91817956,,0.124347177,0.27356379,,,,,,,,,0.186520766,,,0.124347177,,,,,,,,,,,
5_74,,242,Pyrochroite,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
5_75,,243,Pyrochroite,,,,,0.503778338,,97.35516373,2.141057935,,,,,,,,,,,,,,,,,,,,,,,,,
5_76,,244,Takanelite,4.512824923,,2.125153011,,1.507608548,,88.1291453,0.275019801,3.325239417,0.0625045,0.0625045,,,,,,,,,,,,,,,,,,,,,,
5_77,,245,Takanelite,,,,,,,98.40963146,,1.590368538,,,,,,,,,,,,,,,,,,,,,,,,
5_78,,246,Vernadite,1.22544289,2.297705419,1.531803613,,14.43418545,1.455213432,59.75492368,4.013325466,3.293377768,3.507830274,0.919082168,,,,1.822846299,,,5.22345032,,,,0.520813228,,,,,,,,,,,
6_1,,247,Antarcticite,,,,,,,,,44.15225368,,,,,,55.84774632,,,,,,,,,,,,,,,,,,
6_2,,248,Antarcticite,,,,,,,,1.165402705,41.9754886,0.785666897,0.016519986,,,,56.05692181,,,,,,,,,,,,,,,,,,
6_3,,249,Chloromagnesite,,,,,,,,36.24214163,,,,,,,63.75785837,,,,,,,,,,,,,,,,,,
6_9,,250,Halite,,,,,,,,0.043770053,0.098494358,46.25810093,0.127193404,,0.43942369,,53.03301756,,,,,,,,,,,,,,,,,,
6_10,,251,Halite,,,,,,,,,,46.64385511,,,,,53.35614489,,,,,,,,,,,,,,,,,,
6_11,,252,Lawrencite,,,,,37.55994394,13.01346127,,,,,,,,,49.42659479,,,,,,,,,,,,,,,,,,
6_12,,253,molysite,,,,,40.32418067,,,,,,,,,,59.67581933,,,,,,,,,,,,,,,,,,
6_13,,254,Molysite,,,,,40.32418067,,,,,,,,,,59.67581933,,,,,,,,,,,,,,,,,,
6_14,,255,Scacchite,,,,,,,50.01542138,,,,,,,,49.98457862,,,,,,,,,,,,,,,,,,
6_16,,256,Sylvite,,,,,,,,,,,57.0579374,,,,42.9420626,,,,,,,,,,,,,,,,,,
7_1,,257,Albite,68.74,,19.44,,,,,,,11.82,,,,,,,,,,,,,,,,,,,,,,,
7_2,,258,Albite,68.49765726,,19.56933506,,,,,,0.219320108,11.68378028,0.029907287,,,,,,,,,,,,,,,,,,,,,,
7_3,,259,Anorthite,44.83313437,,34.23989204,,,,,,20.92697358,,,,,,,,,,,,,,,,,,,,,,,,
7_4,,260,Anorthite,45.79436454,0.03992534,34.24596005,,0.745605717,,,,18.2458802,0.818469462,0.109794684,,,,,,,,,,,,,,,,,,,,,,
7_5,,261,Plagioclase An10-30,66.04,,21.26,,,,,,2.13,10.57,,,,,,,,,,,,,,,,,,,,,,,
7_6,,262,Plagioclase An10-30,64.81629393,,22.16453674,,,,,,2.635782748,9.704472843,0.678913738,,,,,,,,,,,,,,,,,,,,,,
7_7,,263,Plagioclase An30-50,60.76,,24.82,,,,,,6.3,8.12,,,,,,,,,,,,,,,,,,,,,,,
7_8,,264,Plagioclase An30-50,57.79343288,,25.9312781,,0.830924855,,,,8.479849069,6.412572254,0.551942839,,,,,,,,,,,,,,,,,,,,,,
7_9,,265,Plagioclase An50-70,55.59,,28.3,,,,,,10.38,5.73,,,,,,,,,,,,,,,,,,,,,,,
7_10,,266,Plagioclase An50-70,53.03151656,,29.44415522,,0.684794361,,,,12.60462136,3.974610548,0.26030195,,,,,,,,,,,,,,,,,,,,,,
7_11,,267,Plagioclase An70-90,49.17654842,,32.21635276,,0.243577278,,,0.200475126,15.41653719,2.57610537,0.170403857,,,,,,,,,,,,,,,,,,,,,,
7_12,,268,Plagioclase An70-90,45.62,,35.02,,,,,,18.24,1.12,,,,,,,,,,,,,,,,,,,,,,,
7_13,,269,Sanidine,65.70540062,,18.58869879,,,,,,,2.819802614,12.88609797,,,,,,,,,,,,,,,,,,,,,,
7_14,,270,Sanidine,64.73820943,,18.48521183,,,,,,,,16.77657874,,,,,,,,,,,,,,,,,,,,,,
7_15,,271,Cancrinite,38.24443034,,32.67755547,,0.030061124,,,0.01113375,9.029471036,19.66220203,0.111337497,,,,0.233808744,,,,,,,,,,,,,,,,,,
7_16,,272,Cancrinite,37.37450895,,31.71104321,,,,,,11.6324749,19.28197294,,,,,,,,,,,,,,,,,,,,,,,
7_17,,273,Leucite,54.97326849,0.030205093,22.12019613,,0.947433071,,,,0.100683642,0.231572376,21.59664119,,,,,,,,,,,,,,,,,,,,,,
7_18,,274,Leucite,55.06,,23.36,,,,,,,,21.58,,,,,,,,,,,,,,,,,,,,,,
7_19,,275,Nepheline,41.0971223,,34.95203837,,,,,,,15.89728217,8.053557154,,,,,,,,,,,,,,,,,,,,,,
7_20,,276,Nepheline,43.69857516,,34.77824604,,,,,0.05017058,4.455147502,12.13124624,4.886614489,,,,,,,,,,,,,,,,,,,,,,
7_21,,277,Sodalite,36.59256345,,31.04465867,,,,,,,25.16230572,,,,,7.200472162,,,,,,,,,,,,,,,,,,
7_22,,278,Sodalite,37.40021681,,30.96481719,,0.384350054,,0.078841037,,,23.8099931,0.049275648,,0.088696166,,7.223809993,,,,,,,,,,,,,,,,,,
7_23,,279,Clinoptilolite-Ca,75.8056872,,14.7985782,,,,,0.296208531,4.609004739,2.357819905,2.132701422,,,,,,,,,,,,,,,,,,,,,,
7_24,,280,Clinoptilolite-K,73.63636364,,13.86068477,,0.094451004,,0.035419126,0.318772137,0.094451004,1.097992916,9.268004723,,,,,,,,,1.593860685,,,,,,,,,,,,,
7_25,,281,Clinoptilolite-Na,75.57963416,,14.51706862,,0.093207503,,0.034952814,,1.479669113,5.044856111,2.656413841,,,,,,,,0.594197833,,,,,,,,,,,,,,
7_26,,282,Clinoptilolite-Na,77.86611438,,13.23935507,,0.020042758,,,0.523338678,1.191430608,3.295920185,3.863798325,,,,,,,,,,,,,,,,,,,,,,
7_27,,283,Heulandite-Ca,68.08153477,,20.27577938,,,,,0.011990408,8.501199041,1.654676259,0.863309353,,,,,,,,0.395683453,0.215827338,,,,,,,,,,,,,
7_28,,284,Heulandite-K,65.94067022,,19.1836146,,1.665945478,,,1.069762969,3.81027934,1.23804029,4.687725371,,,,,,,,,2.403961729,,,,,,,,,,,,,
7_29,,285,Heulandite-Na,71.66241003,,17.01880659,,,,,,4.225679127,5.258880892,1.102855816,,,,,,,,0.731367541,,,,,,,,,,,,,,
7_30,,286,Heulandite-Ca,64.54378445,,21.69014085,,,,,,9.503980404,2.927127985,1.33496632,,,,,,,,,,,,,,,,,,,,,,
7_31,,287,Stilbite-Ca,71.73006135,,17.38650307,,,,,,9.558282209,1.325153374,,,,,,,,,,,,,,,,,,,,,,,
7_32,,288,Stilbite-Ca,71.57198825,,17.3842,,,,,,9.757590597,1.322233105,,,,,,,,,,,,,,,,,,,,,,,
7_33,,289,Heulandite-Na,71.55648228,,17.34330921,,,,,,7.150742058,3.949466454,,,,,,,,,,,,,,,,,,,,,,,
7_34,,290,Fayalite,29.95280651,,,,69.76604077,,0.281152726,,,,,,,,,,,,,,,,,,,,,,,,,,
7_35,,291,Fayalite,29.49,,,,70.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_36,,292,Forsterite,42.71,,,,,,,57.29,,,,,,,,,,,,,,,,,,,,,,,,,
7_37,,293,Forsterite,41.44645341,,,,1.102722035,,,57.45082456,,,,,,,,,,,,,,,,,,,,,,,,,
7_38,,294,Olivine Fo93,41.18409249,,,,7.266022127,0.328914582,,51.2209708,,,,,,,,,,,,,,,,,,,,,,,,,
7_45,,295,Almandine,36.21,,20.49,,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_46,,296,Almandine,37.20138896,0.159192892,20.61547952,,36.92976609,,0.855661795,3.830578965,0.407931786,,,,,,,,,,,,,,,,,,,,,,,,
7_39,,297,Pyrope,44.71,,25.29,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
7_40,,298,Pyrope,44.85119048,,25.34722222,,0.902777778,,0.01984127,28.60119048,0.277777778,,,,,,,,,,,,,,,,,,,,,,,,
7_41,,299,Spessartine,35.71934081,,21.73693256,,,,41.5124861,,1.031240522,,,,,,,,,,,,,,,,,,,,,,,,
7_42,,300,Spessartine,36.41,,20.6,,,,42.99,,,,,,,,,,,,,,,,,,,,,,,,,,
'7_43',,301,'Andradite',36.62061988,,,,29.19531686,,,,34.18406327,,,,,,,,,,,,,,,,,,,,,,,,
7_48,,302,Grossular,39.51337221,,22.04906495,0.130705811,1.005429318,,,,37.30142771,,,,,,,,,,,,,,,,,,,,,,,,
7_44,,303,Uvarovite,34.97087379,,,29.48543689,,,,,35.54368932,,,,,,,,,,,,,,,,,,,,,,,,
7_49,,304,Grossular,40.02,,22.63,,,,,,37.35,,,,,,,,,,,,,,,,,,,,,,,,
7_50,,305,Kyanite/sillimanite/andalusite,36.52295131,,63.00906104,0.059743105,0.368415812,,,0.019914368,0.009957184,,0.009957184,,,,,,,,,,,,,,,,,,,,,,
7_51,,306,Kyanite/sillimanite/andalusite,37.08,,62.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_53,,307,Zircon,32.6186222,,,,,,,,,,,,,,,,,,,,,,,,,0.009926544,66.22989875,1.141552511,,,,,
7_54,,308,Actinolite,56.08088077,0.194228351,2.688529282,,11.27853368,,0.173783262,16.46851967,12.29772139,0.817803584,,,,,,,,,,,,,,,,,,,,,,,
7_55,,309,Actinolite,56.07277162,0.172781787,2.734017685,,11.25114341,,0.182945421,16.47525155,12.27767049,0.83341803,,,,,,,,,,,,,,,,,,,,,,,
'7_56',,310,'Edenite',51.53311529,,6.244889616,,,,,24.69337694,13.736713,3.791905151,,,,,,,,,,,,,,,,,,,,,,,
'7_57',,311,'Ferro-edenite',43.18598493,,5.235282135,,36.88123854,,,,11.51965777,3.177836627,,,,,,,,,,,,,,,,,,,,,,,
7_58,,312,Ferro-hornblende,46.25,,9.8125,,31.60416667,,,,12.33333333,,,,,,,,,,,,,,,,,,,,,,,,
7_59,,313,Ferro-hornblende,45.88747223,1.278033046,10.92413961,,19.98093094,,0.760733956,9.027376279,10.35612492,1.359178002,0.426011015,,,,,,,,,,,,,,,,,,,,,,
7_60,,314,ferro-richterite,53.71226962,,,,24.08180429,,,9.01426652,6.266602394,6.925057179,,,,,,,,,,,,,,,,,,,,,,,
7_61,,315,kaersutite,42.58323884,9.432017318,12.03999588,,,,,19.0392743,13.24605711,3.659416555,,,,,,,,,,,,,,,,,,,,,,,
,,316,hastingsite,36.38311297,,10.29037216,,36.25423227,,,,11.31917725,3.127602593,,,,,,,,,,,,,,,,,,,,,,,
7_62,,318,Magnesio-hastingsite,42.98957485,,12.15752189,,8.565948627,,,19.22105241,13.37430525,3.691596977,,,,,,,,,,,,,,,,,,,,,,,
7_63,,319,Magnesio-hastingsite,40.94939246,3.871081263,10.50861707,,14.16170562,,0.078203662,14.45790199,11.4959383,2.776229997,1.700929646,,,,,,,,,,,,,,,,,,,,,,
7_64,,320,Magnesio-hornblende,50.13521947,1.040149782,10.40149782,,14.3020595,,0.176825463,10.4639068,11.01518619,2.038693572,0.42646141,,,,,,,,,,,,,,,,,,,,,,
7_65,,321,Magnesio-hornblende,52.50263948,,11.13195363,,2.241766352,,,20.12156995,14.00207058,,,,,,,,,,,,,,,,,,,,,,,,
